Date,Temperature minimale,Temperature maximale,Temperature moyenne,Precipitation totale,Dir_wind,Mod_wind
18-06-15_00,13.4,18.5,15.7,9.4,178.0,3.0
18-06-16_00,12.1,26.2,19.1,0.2,245.0,3.0
18-06-17_00,17.5,28.5,23.7,0.0,269.0,4.0
18-06-18_00,20.6,30.0,25.7,0.0,228.0,3.0
18-06-19_00,21.1,29.3,24.6,14.2,247.0,3.0
18-06-20_00,14.8,25.9,20.7,0.0,282.0,3.0
18-06-21_00,17.4,26.6,21.7,0.0,263.0,4.0
18-06-22_00,13.9,22.9,18.1,0.0,151.0,3.0
18-06-23_00,15.7,25.7,21.1,0.0,155.0,2.0
18-06-24_00,16.8,23.1,20.2,0.3,148.0,3.0
18-06-25_00,15.5,22.5,17.4,7.7,162.0,2.0
18-06-26_00,13.4,23.6,18.8,0.0,255.0,3.0
18-06-27_00,15.5,24.4,20.5,0.0,235.0,2.0
18-06-28_00,18.8,26.3,21.9,0.5,161.0,3.0
18-06-29_00,17.5,23.5,20.7,1.3,158.0,2.0
18-06-30_00,20.6,31.3,25.8,0.0,248.0,3.0
18-07-01_00,24.0,32.0,27.6,0.0,239.0,4.0
18-07-02_00,25.2,34.9,30.2,0.0,188.0,2.0
18-07-03_00,24.4,36.4,30.8,0.0,228.0,3.0
18-07-04_00,25.3,33.3,29.4,0.0,274.0,3.0
18-07-05_00,25.4,35.0,30.7,0.0,217.0,2.0
18-07-06_00,26.4,34.6,30.7,0.0,230.0,2.0
18-07-07_00,18.5,29.3,22.9,2.2,280.0,4.0
18-07-08_00,16.7,27.8,22.4,0.0,270.0,3.0
18-07-09_00,20.3,29.2,24.6,0.0,243.0,4.0
18-07-10_00,22.0,31.6,26.5,0.0,248.0,4.0
18-07-11_00,22.8,29.8,25.9,1.0,232.0,3.0
18-07-12_00,17.0,27.0,21.9,0.0,141.0,2.0
18-07-13_00,19.2,27.9,23.7,0.0,138.0,2.0
18-07-14_00,20.1,29.0,25.5,0.0,142.0,2.0
18-07-15_00,21.5,28.9,25.3,0.0,212.0,2.0
18-07-16_00,22.1,31.3,26.7,0.0,166.0,2.0
18-07-17_00,22.4,33.0,28.1,0.0,146.0,2.0
18-07-18_00,21.2,29.4,25.5,20.9,259.0,3.0
18-07-19_00,17.1,25.6,20.9,0.0,276.0,3.0
18-07-20_00,19.0,27.5,23.1,0.0,252.0,2.0
18-07-21_00,21.1,31.1,26.3,0.0,148.0,2.0
18-07-22_00,22.2,31.2,26.9,0.0,142.0,3.0
18-07-23_00,18.3,27.5,22.7,3.7,99.0,3.0
18-07-24_00,22.4,29.0,25.7,0.0,120.0,3.0
18-07-25_00,23.5,30.2,26.6,1.2,151.0,3.0
18-07-26_00,22.6,27.4,25.0,23.6,175.0,3.0
18-07-27_00,22.0,28.8,25.0,0.3,240.0,2.0
18-07-28_00,22.2,29.7,25.5,0.0,232.0,2.0
18-07-29_00,20.1,27.4,23.7,0.5,247.0,3.0
18-07-30_00,19.0,26.3,22.5,0.0,275.0,4.0
18-07-31_00,19.7,28.8,24.3,0.0,250.0,4.0
18-08-01_00,22.0,30.0,25.7,0.0,227.0,3.0
18-08-02_00,23.2,28.4,25.4,8.8,158.0,3.0
18-08-03_00,23.1,28.7,25.4,0.4,246.0,3.0
18-08-04_00,23.7,27.8,25.6,0.0,212.0,2.0
18-08-05_00,21.8,27.5,24.4,0.4,168.0,2.0
18-08-06_00,22.2,32.7,27.1,0.1,213.0,2.0
18-08-07_00,23.8,33.0,27.8,1.0,246.0,3.0
18-08-08_00,23.1,28.7,25.5,0.5,264.0,3.0
18-08-09_00,22.5,28.2,24.8,2.9,178.0,2.0
18-08-10_00,21.6,27.9,24.2,2.4,272.0,3.0
18-08-11_00,18.3,27.1,22.7,0.0,270.0,3.0
18-08-12_00,19.3,27.9,24.3,0.0,160.0,2.0
18-08-13_00,20.5,30.1,25.3,0.0,117.0,2.0
18-08-14_00,22.2,30.2,26.2,0.0,116.0,1.0
18-08-15_00,23.9,29.4,26.7,0.0,162.0,2.0
18-08-16_00,23.2,28.2,25.2,1.6,259.0,3.0
18-08-17_00,18.4,25.8,22.2,0.0,216.0,2.0
18-08-18_00,18.8,24.4,21.4,3.7,140.0,2.0
18-08-19_00,18.5,25.8,21.9,0.1,145.0,2.0
18-08-20_00,18.5,28.2,23.5,0.0,150.0,2.0
18-08-21_00,18.7,28.6,23.9,0.0,140.0,1.0
18-08-22_00,19.9,26.3,23.4,0.0,148.0,3.0
18-08-23_00,18.5,23.3,21.5,3.7,219.0,4.0
18-08-24_00,15.2,25.4,20.5,0.0,268.0,4.0
18-08-25_00,20.1,29.2,24.2,0.0,240.0,3.0
18-08-26_00,20.9,29.1,25.1,0.0,174.0,2.0
18-08-27_00,20.4,25.6,22.7,7.9,197.0,2.0
18-08-28_00,21.5,26.7,24.5,0.0,242.0,2.0
18-08-29_00,22.8,31.1,27.0,12.3,244.0,3.0
18-08-30_00,23.2,30.7,25.8,0.7,219.0,3.0
18-08-31_00,16.4,23.9,19.3,0.1,173.0,2.0
18-09-01_00,13.3,24.7,19.0,0.0,102.0,2.0
18-09-02_00,19.9,26.8,23.1,0.4,151.0,3.0
18-09-03_00,20.9,25.9,23.2,8.6,170.0,2.0
18-09-04_00,24.0,29.7,26.0,8.5,256.0,3.0
18-09-05_00,21.3,27.1,24.3,0.1,160.0,2.0
18-09-06_00,20.2,33.1,26.8,0.8,191.0,2.0
18-09-07_00,19.7,28.7,23.6,0.0,235.0,3.0
18-09-08_00,15.4,22.9,19.6,0.0,268.0,2.0
18-09-09_00,11.9,18.8,15.2,0.0,164.0,3.0
18-09-10_00,9.1,17.6,13.8,0.0,132.0,2.0
18-09-11_00,9.8,18.6,14.3,7.8,118.0,2.0
18-09-12_00,13.4,20.5,17.3,17.0,200.0,2.0
18-09-13_00,18.4,25.4,21.3,0.0,196.0,1.0
18-09-14_00,17.8,27.6,22.8,0.0,184.0,1.0
18-09-15_00,18.7,29.0,23.9,0.0,125.0,2.0
18-09-16_00,20.3,30.2,25.4,0.0,217.0,2.0
18-09-17_00,21.9,27.7,24.9,0.0,139.0,2.0
18-09-18_00,22.9,29.9,26.0,0.0,234.0,2.0
18-09-19_00,13.2,26.8,21.3,0.0,184.0,3.0
18-09-20_00,11.3,16.3,13.8,0.0,95.0,2.0
18-09-21_00,10.8,17.4,14.2,0.0,143.0,2.0
18-09-22_00,15.2,23.3,18.9,31.5,152.0,3.0
18-09-23_00,11.2,20.3,14.2,0.1,277.0,4.0
18-09-24_00,9.0,17.1,12.0,0.0,193.0,3.0
18-09-25_00,5.2,15.1,10.0,0.0,74.0,3.0
18-09-26_00,11.2,17.1,13.7,5.7,130.0,5.0
18-09-27_00,16.3,23.1,19.6,6.9,199.0,2.0
18-09-28_00,11.6,18.3,15.0,0.1,150.0,2.0
18-09-29_00,14.2,21.3,17.1,0.0,170.0,3.0
18-09-30_00,11.3,16.6,13.7,0.4,272.0,3.0
18-10-01_00,9.1,13.5,11.4,0.0,272.0,2.0
18-10-02_00,8.7,15.1,11.6,0.1,187.0,1.0
18-10-03_00,8.1,12.0,10.0,6.6,71.0,3.0
18-10-04_00,9.7,12.8,11.5,0.0,188.0,2.0
18-10-05_00,10.3,23.5,16.0,0.4,202.0,3.0
18-10-06_00,5.4,11.4,8.6,0.0,156.0,2.0
18-10-07_00,6.6,12.0,9.4,0.0,120.0,2.0
18-10-08_00,8.2,11.3,9.8,0.0,121.0,2.0
18-10-09_00,6.7,11.5,8.7,13.0,115.0,2.0
18-10-10_00,9.5,27.7,19.8,4.9,216.0,2.0
18-10-11_00,9.5,24.2,15.4,9.0,139.0,3.0
18-10-12_00,8.4,10.6,9.4,8.4,157.0,2.0
18-10-13_00,8.4,12.1,10.3,0.1,278.0,4.0
18-10-14_00,6.3,9.0,7.6,0.1,280.0,3.0
18-10-15_00,5.8,13.1,9.5,0.0,252.0,2.0
18-10-16_00,8.5,13.5,10.4,5.5,181.0,3.0
18-10-17_00,4.5,9.5,7.3,0.6,267.0,5.0
18-10-18_00,3.3,10.3,7.9,0.2,254.0,5.0
18-10-19_00,0.3,5.2,2.8,0.2,281.0,5.0
18-10-20_00,5.1,16.8,11.4,0.0,235.0,3.0
18-10-21_00,7.1,14.9,11.7,0.3,258.0,4.0
18-10-22_00,2.4,5.3,3.9,0.0,286.0,4.0
18-10-23_00,1.2,6.6,3.7,0.0,247.0,3.0
18-10-24_00,3.0,9.8,5.7,0.0,74.0,3.0
18-10-25_00,2.1,8.4,5.2,1.3,225.0,3.0
18-10-26_00,1.3,4.3,2.5,0.0,289.0,3.0
18-10-27_00,-0.7,5.6,2.6,0.0,268.0,3.0
18-10-28_00,-0.5,6.0,2.2,11.4,73.0,3.0
18-10-29_00,1.3,5.5,3.3,9.0,154.0,3.0
18-10-30_00,4.0,7.3,5.2,1.6,225.0,2.0
18-10-31_00,2.8,5.0,4.0,0.0,275.0,4.0
18-11-01_00,3.0,5.9,4.2,7.5,159.0,2.0
18-11-02_00,4.7,9.0,6.7,3.2,211.0,2.0
18-11-03_00,4.3,6.2,5.3,11.8,77.0,3.0
18-11-04_00,3.9,5.8,5.1,14.8,262.0,4.0
18-11-05_00,3.2,7.0,4.8,0.1,254.0,3.0
18-11-06_00,1.6,7.1,4.4,5.0,109.0,3.0
18-11-07_00,6.3,12.6,8.9,7.2,128.0,3.0
18-11-08_00,8.0,12.6,11.0,0.5,257.0,5.0
18-11-09_00,5.6,8.7,7.0,0.0,271.0,4.0
18-11-10_00,1.4,4.8,2.9,10.2,152.0,3.0
18-11-11_00,-0.1,6.0,3.4,8.3,229.0,6.0
18-11-12_00,-2.9,0.6,-1.1,0.0,280.0,5.0
18-11-13_00,-1.2,4.1,0.7,0.0,125.0,2.0
18-11-14_00,-4.4,3.8,1.9,7.2,215.0,3.0
18-11-15_00,-10.0,-6.2,-8.1,0.1,284.0,6.0
18-11-16_00,-8.9,-4.0,-6.4,0.0,142.0,2.0
18-11-17_00,-4.1,-2.0,-3.0,11.8,146.0,2.0
18-11-18_00,-3.0,3.3,0.8,0.0,280.0,3.0
18-11-19_00,-6.2,-1.4,-3.8,0.0,225.0,2.0
18-11-20_00,-1.7,2.2,0.6,1.4,204.0,2.0
18-11-21_00,-6.6,-2.8,-5.1,5.8,142.0,3.0
18-11-22_00,-12.2,-1.9,-5.6,2.7,257.0,4.0
18-11-23_00,-15.4,-8.4,-12.1,0.1,284.0,5.0
18-11-24_00,-11.7,-2.4,-7.5,0.0,213.0,3.0
18-11-25_00,-3.5,3.6,0.0,0.0,153.0,3.0
18-11-26_00,0.3,5.4,2.8,20.7,149.0,1.0
18-11-27_00,1.6,4.8,2.9,1.9,93.0,2.0
18-11-28_00,0.4,2.6,1.2,11.7,88.0,2.0
18-11-29_00,1.4,3.4,2.3,7.2,274.0,3.0
18-11-30_00,1.9,3.5,2.6,0.0,284.0,3.0
18-12-01_00,0.8,1.9,1.3,0.0,279.0,2.0
18-12-02_00,0.3,1.2,0.8,0.0,218.0,2.0
18-12-03_00,-0.4,6.4,2.6,17.1,110.0,2.0
18-12-04_00,0.4,5.8,2.6,9.8,223.0,2.0
18-12-05_00,-4.5,-1.0,-3.5,0.0,287.0,4.0
18-12-06_00,-5.9,-2.5,-4.3,0.5,163.0,1.0
18-12-07_00,-3.6,1.6,-0.6,1.7,212.0,2.0
18-12-08_00,-12.2,0.4,-6.9,0.0,281.0,5.0
18-12-09_00,-13.6,-7.4,-10.6,0.2,252.0,2.0
18-12-10_00,-8.6,0.8,-3.4,0.2,237.0,3.0
18-12-11_00,-8.2,-2.4,-6.1,0.0,226.0,2.0
18-12-12_00,-8.9,-5.2,-7.0,1.9,139.0,2.0
18-12-13_00,-10.7,-6.7,-8.3,0.1,185.0,2.0
18-12-14_00,-14.6,-6.8,-10.7,0.0,114.0,2.0
18-12-15_00,-6.9,5.0,-0.1,7.9,158.0,1.0
18-12-16_00,3.2,5.9,4.5,0.0,250.0,3.0
18-12-17_00,-0.2,3.2,1.0,0.0,104.0,2.0
18-12-18_00,-3.7,2.6,1.1,0.8,249.0,3.0
18-12-19_00,-7.6,-3.6,-5.9,0.5,287.0,4.0
18-12-20_00,-7.9,-0.3,-4.2,0.0,195.0,2.0
18-12-21_00,-2.5,4.8,1.2,0.5,147.0,2.0
18-12-22_00,0.7,7.1,4.5,43.5,113.0,1.0
18-12-23_00,-3.9,8.6,1.0,2.9,265.0,5.0
18-12-24_00,-8.7,-4.5,-6.7,0.1,267.0,3.0
18-12-25_00,-8.2,-5.6,-7.0,0.1,188.0,1.0
18-12-26_00,-11.8,-7.1,-9.3,0.1,248.0,2.0
18-12-27_00,-9.8,-3.5,-6.6,0.0,273.0,4.0
18-12-28_00,-12.1,-6.7,-9.5,0.0,118.0,2.0
18-12-29_00,-9.1,6.4,1.0,18.9,147.0,2.0
18-12-30_00,-9.9,9.1,-1.0,2.1,270.0,4.0
18-12-31_00,-11.6,-5.5,-8.6,0.0,111.0,2.0
19-01-01_00,-7.3,0.0,-4.0,1.1,113.0,1.0
19-01-02_00,-8.7,2.9,-0.8,21.6,243.0,3.0
19-01-03_00,-14.1,-8.8,-11.4,0.1,156.0,2.0
19-01-04_00,-12.9,-3.2,-8.6,4.7,235.0,2.0
19-01-05_00,-3.2,4.2,1.5,4.7,232.0,2.0
19-01-06_00,0.0,3.9,1.7,0.0,212.0,1.0
19-01-07_00,-9.7,3.4,-1.8,1.1,286.0,4.0
19-01-08_00,-13.1,-9.4,-11.3,0.1,190.0,3.0
19-01-09_00,-9.2,2.3,-0.6,13.1,136.0,3.0
19-01-10_00,-1.8,2.0,0.1,1.7,252.0,3.0
19-01-11_00,-11.6,-1.0,-5.0,2.1,288.0,6.0
19-01-12_00,-17.6,-11.6,-14.1,0.3,280.0,6.0
19-01-13_00,-16.6,-12.5,-14.5,0.0,280.0,4.0
19-01-14_00,-14.4,-9.6,-11.5,0.0,240.0,1.0
19-01-15_00,-12.2,-7.2,-9.7,0.1,246.0,2.0
19-01-16_00,-7.2,-1.5,-4.5,0.2,214.0,2.0
19-01-17_00,-13.6,1.9,-2.9,1.3,247.0,4.0
19-01-18_00,-18.8,-12.4,-15.3,0.1,225.0,2.0
19-01-19_00,-14.3,-6.9,-11.0,1.6,206.0,2.0
19-01-20_00,-22.8,-12.9,-20.4,1.9,119.0,3.0
19-01-21_00,-19.7,-15.0,-16.9,20.0,131.0,5.0
19-01-22_00,-20.3,-15.1,-17.9,2.9,284.0,5.0
19-01-23_00,-20.9,-10.9,-16.6,0.1,236.0,3.0
19-01-24_00,-11.4,1.9,-6.4,18.8,119.0,2.0
19-01-25_00,-1.7,4.9,3.1,23.8,235.0,3.0
19-01-26_00,-9.0,-0.8,-5.5,0.3,264.0,4.0
19-01-27_00,-12.2,-9.4,-11.0,1.2,228.0,2.0
19-01-28_00,-12.7,-0.4,-7.1,0.2,176.0,3.0
19-01-29_00,-19.3,-11.5,-16.7,0.3,205.0,3.0
19-01-30_00,-17.6,-4.5,-11.9,9.1,107.0,2.0
19-01-31_00,-10.4,-6.2,-8.1,0.6,279.0,3.0
19-02-01_00,-15.2,-13.2,-14.0,0.0,271.0,5.0
19-02-02_00,-15.8,-10.9,-13.3,0.3,267.0,5.0
19-02-03_00,-13.0,-5.4,-9.0,3.8,245.0,3.0
19-02-04_00,-13.2,-7.4,-10.9,2.6,131.0,3.0
19-02-05_00,-9.7,-2.2,-4.6,1.3,162.0,1.0
19-02-06_00,-6.6,7.9,1.7,9.5,247.0,3.0
19-02-07_00,-10.7,-5.6,-8.5,4.3,95.0,3.0
19-02-08_00,-5.7,-1.4,-3.9,0.4,128.0,2.0
19-02-09_00,-6.2,8.0,2.1,2.9,214.0,5.0
19-02-10_00,-10.8,-6.2,-8.6,0.5,279.0,8.0
19-02-11_00,-11.6,-5.9,-8.3,0.1,270.0,4.0
19-02-12_00,-11.9,-6.6,-9.5,0.0,162.0,2.0
19-02-13_00,-16.4,-6.8,-13.1,10.3,73.0,3.0
19-02-14_00,-6.7,1.0,-2.5,25.7,174.0,3.0
19-02-15_00,-6.2,-3.1,-4.6,0.3,247.0,4.0
19-02-16_00,-5.7,5.4,0.3,1.9,158.0,3.0
19-02-17_00,-6.8,0.6,-2.7,0.3,274.0,4.0
19-02-18_00,-11.7,-7.4,-9.5,0.1,172.0,2.0
19-02-19_00,-12.3,-6.5,-9.7,0.0,162.0,3.0
19-02-20_00,-15.0,-8.0,-11.3,0.1,275.0,4.0
19-02-21_00,-10.5,-4.2,-7.4,0.0,181.0,2.0
19-02-22_00,-6.9,4.0,-1.5,11.0,225.0,3.0
19-02-23_00,-4.4,0.3,-1.8,0.3,279.0,3.0
19-02-24_00,-3.5,1.0,-1.3,0.0,161.0,2.0
19-02-25_00,-1.8,5.2,1.5,8.1,130.0,3.0
19-02-26_00,-9.8,2.7,-3.3,3.1,269.0,7.0
19-02-27_00,-15.4,-10.7,-13.4,0.3,286.0,6.0
19-02-28_00,-16.7,-11.7,-14.4,0.1,241.0,2.0
19-03-01_00,-15.4,-6.4,-10.5,0.2,239.0,2.0
19-03-02_00,-10.0,-1.8,-5.6,0.3,185.0,1.0
19-03-03_00,-9.2,-0.6,-3.9,0.0,174.0,2.0
19-03-04_00,-4.9,-0.1,-2.2,0.6,270.0,3.0
19-03-05_00,-6.6,-1.6,-3.5,0.2,272.0,4.0
19-03-06_00,-11.5,-6.8,-8.8,0.0,254.0,3.0
19-03-07_00,-12.9,-7.9,-10.2,0.1,276.0,4.0
19-03-08_00,-12.8,-7.2,-10.0,0.1,270.0,3.0
19-03-09_00,-10.5,-0.6,-5.8,0.2,259.0,4.0
19-03-10_00,-6.7,-0.9,-3.8,0.3,173.0,3.0
19-03-11_00,-6.6,3.3,-1.4,19.2,133.0,3.0
19-03-12_00,-0.6,4.1,2.4,2.1,261.0,5.0
19-03-13_00,-4.8,-0.3,-2.3,0.1,276.0,4.0
19-03-14_00,-2.8,3.2,0.0,0.6,187.0,2.0
19-03-15_00,0.0,3.6,1.0,0.0,94.0,2.0
19-03-16_00,5.9,10.1,7.9,0.0,233.0,3.0
19-03-17_00,-2.5,5.5,0.9,1.1,268.0,5.0
19-03-18_00,-6.5,-1.6,-3.9,0.4,280.0,5.0
19-03-19_00,-6.8,-0.1,-3.2,0.3,280.0,4.0
19-03-20_00,-6.1,1.7,-1.8,0.1,254.0,2.0
19-03-21_00,-1.3,8.7,3.6,0.0,187.0,2.0
19-03-22_00,4.0,8.4,6.1,2.8,167.0,2.0
19-03-23_00,2.7,4.2,3.5,22.1,198.0,3.0
19-03-24_00,-4.2,3.3,-0.4,1.9,280.0,6.0
19-03-25_00,-0.9,4.5,1.2,0.5,274.0,5.0
19-03-26_00,-5.7,0.6,-2.1,0.7,273.0,4.0
19-03-27_00,-5.9,0.9,-2.2,0.3,267.0,4.0
19-03-28_00,-2.1,7.4,2.7,0.2,217.0,3.0
19-03-29_00,2.6,8.3,5.5,0.1,178.0,3.0
19-03-30_00,4.1,8.8,6.6,1.1,264.0,3.0
19-03-31_00,-0.1,3.2,1.1,6.0,140.0,2.0
19-04-01_00,0.8,3.4,2.3,5.5,260.0,3.0
19-04-02_00,-5.6,2.7,-0.9,0.5,277.0,5.0
19-04-03_00,-0.6,9.8,4.4,0.0,177.0,3.0
19-04-04_00,2.3,9.8,6.4,1.0,210.0,5.0
19-04-05_00,-2.1,2.7,0.2,3.0,284.0,6.0
19-04-06_00,-2.4,5.1,0.8,0.8,153.0,3.0
19-04-07_00,1.6,8.5,5.1,4.6,253.0,3.0
19-04-08_00,5.8,11.4,8.5,0.0,237.0,2.0
19-04-09_00,-1.1,3.8,0.6,17.2,143.0,1.0
19-04-10_00,-2.1,0.3,-1.0,12.3,249.0,0.0
19-04-11_00,-1.5,5.4,1.6,0.1,292.0,2.0
19-04-12_00,-0.4,8.3,3.5,0.0,267.0,2.0
19-04-13_00,3.7,14.1,9.3,0.0,126.0,3.0
19-04-14_00,10.7,17.7,14.6,1.0,241.0,4.0
19-04-15_00,3.2,10.2,6.5,5.0,188.0,3.0
19-04-16_00,3.6,6.3,4.7,1.8,230.0,5.0
19-04-17_00,3.3,10.3,6.4,0.4,288.0,5.0
19-04-18_00,5.2,14.5,10.0,0.3,191.0,2.0
19-04-19_00,7.8,15.3,11.0,0.4,138.0,4.0
19-04-20_00,5.9,14.7,10.3,28.0,127.0,3.0
19-04-21_00,5.4,7.9,6.7,5.9,77.0,4.0
19-04-22_00,7.1,17.9,12.1,0.5,221.0,2.0
19-04-23_00,9.9,19.0,14.3,0.0,147.0,3.0
19-04-24_00,7.5,17.4,11.9,2.4,81.0,3.0
19-04-25_00,6.3,8.8,7.5,7.0,224.0,3.0
19-04-26_00,5.4,11.9,8.3,2.3,167.0,2.0
19-04-27_00,6.0,11.9,9.5,4.4,119.0,4.0
19-04-28_00,3.6,10.4,6.3,7.3,249.0,5.0
19-04-29_00,2.6,11.1,5.7,0.1,285.0,3.0
19-04-30_00,2.9,10.3,6.8,0.0,232.0,3.0
19-05-01_00,6.7,15.4,10.2,0.0,176.0,2.0
19-05-02_00,3.0,8.9,5.8,7.4,78.0,3.0
19-05-03_00,3.0,11.2,6.9,2.3,78.0,3.0
19-05-04_00,8.3,10.8,9.7,3.4,164.0,2.0
19-05-05_00,9.6,17.6,13.0,0.1,163.0,2.0
19-05-06_00,8.9,14.5,11.8,0.1,163.0,10.0
19-05-07_00,,,,0.5,62.0,5.0
19-05-08_00,,,,0.2,0.0,0.0
19-05-09_00,0.0,16.0,5.0,0.3,54.0,1.0
19-05-10_00,4.6,17.4,10.7,8.1,94.0,3.0
19-05-11_00,9.4,17.0,11.9,36.8,179.0,4.0
19-05-12_00,7.2,14.4,10.7,0.0,286.0,3.0
19-05-13_00,9.5,17.6,13.6,0.0,142.0,2.0
19-05-14_00,8.9,17.1,13.0,1.3,115.0,3.0
19-05-15_00,6.3,9.3,7.8,9.0,120.0,3.0
19-05-16_00,7.3,15.8,11.5,0.0,273.0,3.0
19-05-17_00,8.5,17.3,13.1,0.0,221.0,2.0
19-05-18_00,10.3,15.7,13.0,0.4,193.0,3.0
19-05-19_00,9.4,15.9,13.0,0.0,260.0,2.0
19-05-20_00,10.9,18.2,14.1,6.0,104.0,2.0
19-05-21_00,12.0,23.5,18.2,5.0,229.0,3.0
19-05-22_00,8.7,17.1,12.7,0.0,289.0,6.0
19-05-23_00,10.1,20.0,15.6,0.0,208.0,2.0
19-05-24_00,14.0,21.4,17.0,17.5,145.0,3.0
19-05-25_00,12.4,18.2,15.3,1.3,214.0,2.0
19-05-26_00,13.1,20.8,16.8,0.2,153.0,3.0
19-05-27_00,16.3,25.2,20.5,0.4,265.0,4.0
19-05-28_00,11.4,18.1,14.9,0.0,220.0,3.0
19-05-29_00,10.4,13.8,12.1,0.5,105.0,2.0
19-05-30_00,10.4,16.9,13.6,0.0,188.0,2.0
19-05-31_00,13.0,23.9,17.7,0.7,242.0,3.0
19-06-01_00,10.1,16.4,13.8,0.3,248.0,3.0
19-06-02_00,12.6,19.6,16.2,0.0,141.0,2.0
19-06-03_00,13.8,18.5,16.4,8.8,200.0,2.0
19-06-04_00,,,,0.0,,
19-06-05_00,,,,0.0,,
19-06-06_00,,,,0.0,,
19-06-07_00,,,,0.0,,
19-06-08_00,,,,0.0,,
19-06-09_00,,,,0.0,,
19-06-10_00,,,,0.0,,
19-06-11_00,,,,0.0,,
19-06-12_00,,,,0.0,,
19-06-13_00,,,,0.0,,
19-06-14_00,,,,0.0,,
19-06-15_00,,,,0.0,,
19-06-16_00,,,,0.0,,
19-06-17_00,,,,0.0,,
19-06-18_00,,,,0.0,,
19-06-19_00,,,,0.0,,
19-06-20_00,,,,0.0,,
19-06-21_00,,,,0.0,,
19-06-22_00,,,,0.0,,
19-06-23_00,,,,0.0,,
19-06-24_00,,,,0.0,,
19-06-25_00,,,,0.0,,
19-06-26_00,,,,0.0,,
19-06-27_00,,,,0.0,,
19-06-28_00,,,,0.0,,
19-06-29_00,,,,0.0,,
19-06-30_00,,,,0.0,,
